year,name,genres,themes
2015,Amy,"Music, Documentary","Humanity and the world around us, Song and dance, Emotional life of renowned artists, Legendary musicians and stardom, Fascinating,  emotional stories and documentaries, Dazzling vocal performances and musicals, Powerful stories of heartbreak and illness"
2015,Tomorrowland,"Family, Science Fiction, Adventure, Mystery","Monsters, aliens, sci-fi and the apocalypse, Epic heroes, Imaginative space odysseys and alien encounters, Thought-provoking sci-fi action and future technology, Action-packed space and alien sagas, Humanity's odyssey: earth and beyond, Dangerous technology and the apocalypse"
2015,San Andreas,"Action, Thriller, Drama","Monsters, aliens, sci-fi and the apocalypse, War and historical adventure, High speed and special ops, Dangerous technology and the apocalypse, Disastrous voyages and heroic survival, Air pilot heroism and survival, Bravery in World War II, Sci-fi monster and dinosaur adventures"
2015,Joy,"Comedy, Drama","Relationship comedy, Moving relationship stories, Underdogs and coming of age, Emotional and touching family dramas, Holiday joy and heartwarming Christmas, Touching and sad family stories, Underdog fighting and boxing stories, Enduring stories of family and marital drama"
2015,Paper Towns,"Romance, Mystery, Drama","Underdogs and coming of age, Relationship comedy, Teen school antics and laughter, Emotional teen coming-of-age stories, Teen friendship and coming-of-age, Student coming-of-age challenges, Laugh-out-loud relationship entanglements"
2015,Mistress America,Comedy,"Relationship comedy, Underdogs and coming of age, Crude humor and satire, Laugh-out-loud relationship entanglements, Charming romances and delightful chemistry, Teen school antics and laughter, Quirky and endearing relationships, Catchy songs and hilarious musical comedy"
2015,Circle,"Mystery, Science Fiction, Thriller, Horror, Drama","Monsters, aliens, sci-fi and the apocalypse, Intense violence and sexual transgression, Imaginative space odysseys and alien encounters, Sci-fi horror,  creatures,  and aliens, Thought-provoking sci-fi action and future technology, Dangerous technology and the apocalypse, Action-packed space and alien sagas"
2015,Trainwreck,"Comedy, Romance","Relationship comedy, Crude humor and satire, Underdogs and coming of age, Laugh-out-loud relationship entanglements, Funny jokes and crude humor, Teen school antics and laughter, Catchy songs and hilarious musical comedy, Gags,  jokes,  and slapstick humor"
2015,The Diary of a Teenage Girl,"Drama, Romance","Moving relationship stories, Underdogs and coming of age, Relationship comedy, Erotic relationships and desire, Emotional LGBTQ relationships, Emotional teen coming-of-age stories, Teen school antics and laughter, Challenging or sexual themes & twists"
2015,Everest,"History, Drama, Adventure","War and historical adventure, Monsters, aliens, sci-fi and the apocalypse, Disastrous voyages and heroic survival, Air pilot heroism and survival, Dangerous technology and the apocalypse, Humanity's odyssey: earth and beyond, Imaginative space odysseys and alien encounters"
2015,Jupiter Ascending,"Science Fiction, Fantasy, Action","Monsters, aliens, sci-fi and the apocalypse, Epic heroes, Imaginative space odysseys and alien encounters, Action-packed space and alien sagas, Thought-provoking sci-fi action and future technology, Sci-fi monster and dinosaur adventures, Superheroes in action-packed battles with villains"
2016,La La Land,"Music, Drama, Romance, Comedy","Song and dance, Dazzling vocal performances and musicals, Dance rhythms and catchy tunes, Catchy songs and hilarious musical comedy, Legendary musicians and stardom, Emotional life of renowned artists"
2016,Arrival,"Drama, Science Fiction, Mystery","Monsters, aliens, sci-fi and the apocalypse, Imaginative space odysseys and alien encounters, Action-packed space and alien sagas, Dangerous technology and the apocalypse, Thought-provoking sci-fi action and future technology, Sci-fi horror,  creatures,  and aliens"
2016,Deadpool,"Comedy, Action, Adventure","Crude humor and satire, Epic heroes, Action comedy and silly heroics, Superheroes in action-packed battles with villains, Funny jokes and crude humor, Intense combat and martial arts, Gags,  jokes,  and slapstick humor"
2016,Moonlight,Drama,"Moving relationship stories, Underdogs and coming of age, Emotional LGBTQ relationships, Student coming-of-age challenges, Drugs and violent crime, Emotional teen coming-of-age stories, Teen friendship and coming-of-age"
2016,Doctor Strange,"Fantasy, Action, Adventure","Epic heroes, Monsters, aliens, sci-fi and the apocalypse, Intense combat and martial arts, Superheroes in action-packed battles with villains, Fantasy adventure,  heroism,  and swordplay, Action comedy and silly heroics, Action-packed space and alien sagas"
2016,Captain America: Civil War,"Action, Science Fiction, Adventure","Epic heroes, High speed and special ops, Explosive and action-packed heroes vs. villains, Intense combat and martial arts, Superheroes in action-packed battles with villains, Thought-provoking sci-fi action and future technology, Action comedy and silly heroics"
2016,Rogue One: A Star Wars Story,"Action, Adventure, Science Fiction","Epic heroes, Monsters, aliens, sci-fi and the apocalypse, War and historical adventure, Imaginative space odysseys and alien encounters, Action-packed space and alien sagas, Bravery in World War II, Thought-provoking sci-fi action and future technology, Fantasy adventure,  heroism,  and swordplay"
2016,Split,"Horror, Thriller","Horror, the undead and monster classics, Intense violence and sexual transgression, Monsters, aliens, sci-fi and the apocalypse, Terrifying,  haunted,  and supernatural horror, Twisted dark psychological thriller, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Graphic violence and brutal revenge"
2016,The Nice Guys,"Action, Crime, Comedy","Crude humor and satire, Thrillers and murder mysteries, Gags,  jokes,  and slapstick humor, Action comedy and silly heroics, Funny jokes and crude humor, Spooky,  scary comedy, Intriguing and suspenseful murder mysteries"
2016,Your Name.,"Drama, Animation, Romance","Relationship comedy, Moving relationship stories, Emotional and captivating fantasy storytelling, Surreal and thought-provoking visions of life and death, Tragic sadness and captivating beauty, Charming romances and delightful chemistry, Captivating relationships and charming romance"
2016,Zootopia,"Comedy, Family, Adventure, Animation","Adorable animals and heartwarming families, Kids' animated fun and adventure, Holiday joy and heartwarming Christmas, Fairy-tale fantasy and enchanted magic, Humanity's odyssey: earth and beyond"
2016,The Handmaiden,"Romance, Thriller, Drama","Intense violence and sexual transgression, Thrillers and murder mysteries, Moving relationship stories, Erotic relationships and desire, Gothic and eerie haunting horror, Graphic violence and brutal revenge, Tragic sadness and captivating beauty, Emotional and captivating fantasy storytelling"
2016,Suicide Squad,"Adventure, Action, Fantasy","Epic heroes, High speed and special ops, Monsters, aliens, sci-fi and the apocalypse, Explosive and action-packed heroes vs. villains, Action comedy and silly heroics, Superheroes in action-packed battles with villains, Intense combat and martial arts, Thought-provoking sci-fi action and future technology"
2016,Moana,"Comedy, Adventure, Animation, Family","Song and dance, Fairy-tale fantasy and enchanted magic, Holiday joy and heartwarming Christmas, Dazzling vocal performances and musicals, Kids' animated fun and adventure, Adorable animals and heartwarming families"
2016,Train to Busan,"Thriller, Action, Adventure, Horror","Horror, the undead and monster classics, Monsters, aliens, sci-fi and the apocalypse, Survival horror and zombie carnage, Extreme gory horror and cannibalism, Sci-fi horror,  creatures,  and aliens, Dangerous technology and the apocalypse, Sci-fi monster and dinosaur adventures"
2016,Manchester by the Sea,Drama,"Moving relationship stories, Faith and religion, Powerful stories of heartbreak and illness, Heartbreaking and moving family drama, Emotional and touching family dramas, Touching and sad family stories, Enduring stories of family and marital drama"
2016,Fantastic Beasts and Where to Find Them,"Fantasy, Family, Adventure","Epic heroes, Monsters, aliens, sci-fi and the apocalypse, Fairy-tale fantasy and enchanted magic, Fantasy adventure,  heroism,  and swordplay, Sci-fi monster and dinosaur adventures, Epic adventure and breathtaking battles, Humanity's odyssey: earth and beyond"
2016,The Edge of Seventeen,"Comedy, Drama","Underdogs and coming of age, Relationship comedy, Moving relationship stories, Teen school antics and laughter, Student coming-of-age challenges, Teen friendship and coming-of-age, Emotional teen coming-of-age stories, Emotional and touching family dramas"
2016,Batman v Superman: Dawn of Justice,"Adventure, Action, Fantasy","Epic heroes, Monsters, aliens, sci-fi and the apocalypse, High speed and special ops, Intense combat and martial arts, Superheroes in action-packed battles with villains, Explosive and action-packed heroes vs. villains, Thought-provoking sci-fi action and future technology, Fantasy adventure,  heroism,  and swordplay"
2016,Finding Dory,"Animation, Adventure, Comedy, Family","Adorable animals and heartwarming families, Holiday joy and heartwarming Christmas, Kids' animated fun and adventure, Fairy-tale fantasy and enchanted magic, Teen friendship and coming-of-age"
2016,Nocturnal Animals,"Drama, Thriller","Intense violence and sexual transgression, Thrillers and murder mysteries, Film-noir and dark crime dramas, Graphic violence and brutal revenge, Suspenseful crime thrillers, Gripping,  intense violent crime, Erotic relationships and desire"
2016,Raw,"Horror, Drama","Horror, the undead and monster classics, Intense violence and sexual transgression, Extreme gory horror and cannibalism, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Graphic violence and brutal revenge, Survival horror and zombie carnage"
2016,Hacksaw Ridge,"History, Drama, War","War and historical adventure, Epic history and literature, Military combat and heroic soldiers, Bravery in World War II, Historical battles and epic heroism, The Nazis and World War II, Politics,  propaganda,  and political documentaries"
2016,10 Cloverfield Lane,"Science Fiction, Thriller, Horror, Drama","Monsters, aliens, sci-fi and the apocalypse, Horror, the undead and monster classics, Imaginative space odysseys and alien encounters, Sci-fi horror,  creatures,  and aliens, Sci-fi monster and dinosaur adventures, Dangerous technology and the apocalypse, Thought-provoking sci-fi action and future technology"
2016,Swiss Army Man,"Fantasy, Romance, Adventure, Comedy, Drama","Relationship comedy, Crude humor and satire, Humanity and the world around us, Funny jokes and crude humor, Quirky and endearing relationships, Dreamlike,  quirky,  and surreal storytelling, Laugh-out-loud relationship entanglements, Surreal and thought-provoking visions of life and death"
2016,Hidden Figures,"Drama, History","Politics and human rights, Imaginative space odysseys and alien encounters, Politics,  propaganda,  and political documentaries, Racism and the powerful fight for justice, Riveting political and presidential drama, War,  patriotism,  and political drama"
2016,The Conjuring 2,"Horror, Thriller","Horror, the undead and monster classics, Terrifying,  haunted,  and supernatural horror, Creepy,  chilling,  and terrifying horror, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Survival horror and zombie carnage"
2016,X-Men: Apocalypse,"Fantasy, Science Fiction, Adventure, Action","Monsters, aliens, sci-fi and the apocalypse, Epic heroes, Thought-provoking sci-fi action and future technology, Superheroes in action-packed battles with villains, Dangerous technology and the apocalypse, Imaginative space odysseys and alien encounters, Explosive and action-packed heroes vs. villains"
2016,Captain Fantastic,"Drama, Adventure","Faith and religion, Moving relationship stories, Emotional and touching family dramas, Sins,  forgiveness,  and challenging faith, Humanity's odyssey: earth and beyond, Heartbreaking and moving family drama, Holiday joy and heartwarming Christmas"
2016,Hunt for the Wilderpeople,"Adventure, Drama, Comedy","Relationship comedy, Crude humor and satire, Adorable animals and heartwarming families, Holiday joy and heartwarming Christmas, Kids' animated fun and adventure, Funny jokes and crude humor, Quirky and endearing relationships"
2016,Don't Breathe,"Horror, Thriller","Horror, the undead and monster classics, Intense violence and sexual transgression, Terrifying,  haunted,  and supernatural horror, Gory,  gruesome,  and slasher horror, Survival horror and zombie carnage, Chilling experiments and classic monster horror, Graphic violence and brutal revenge"
2016,The Neon Demon,"Thriller, Horror","Horror, the undead and monster classics, Intense violence and sexual transgression, Gothic and eerie haunting horror, Extreme gory horror and cannibalism, Graphic violence and brutal revenge, Gory,  gruesome,  and slasher horror, Terrifying,  haunted,  and supernatural horror"
2016,A Silent Voice,"Drama, Animation","Moving relationship stories, Underdogs and coming of age, Student coming-of-age challenges, Emotional teen coming-of-age stories, Emotional and touching family dramas, Powerful stories of heartbreak and illness, Emotional LGBTQ relationships"
2016,Me Before You,"Drama, Romance","Relationship comedy, Moving relationship stories, Touching and sad family stories, Charming romances and delightful chemistry, Passion and romance, Laugh-out-loud relationship entanglements, Captivating relationships and charming romance"
2016,20th Century Women,Drama,"Moving relationship stories, Underdogs and coming of age, Relationship comedy, Teen friendship and coming-of-age, Emotional teen coming-of-age stories, Emotional and touching family dramas, Emotional LGBTQ relationships, Teen school antics and laughter"
2016,Sing Street,"Comedy, Drama, Music, Romance","Song and dance, Underdogs and coming of age, Legendary musicians and stardom, Dance rhythms and catchy tunes, Dazzling vocal performances and musicals, Catchy songs and hilarious musical comedy, Teen school antics and laughter"
2016,Hush,"Horror, Thriller","Horror, the undead and monster classics, Thrillers and murder mysteries, Intense violence and sexual transgression, Gory,  gruesome,  and slasher horror, Gothic and eerie haunting horror, Terrifying,  haunted,  and supernatural horror, Chilling experiments and classic monster horror, Survival horror and zombie carnage"
2016,Passengers,"Drama, Science Fiction, Romance","Monsters, aliens, sci-fi and the apocalypse, Imaginative space odysseys and alien encounters, Action-packed space and alien sagas, Disastrous voyages and heroic survival, Thought-provoking sci-fi action and future technology, Sci-fi monster and dinosaur adventures"
2016,Hell or High Water,"Crime, Western, Drama","Westerns, Crime, drugs and gangsters, Wild west outlaws and gunfights, Western frontier dramas with a touch of humor, Heists and thrilling action, Engaging casino gambling drama, Brutal,  violent prison drama"
2016,Lion,Drama,"Moving relationship stories, Emotional and touching family dramas, Heartbreaking and moving family drama, Touching and sad family stories, Humanity's odyssey: earth and beyond, Adorable animals and heartwarming families"
2016,Sausage Party,"Fantasy, Animation, Adventure, Comedy","Crude humor and satire, Relationship comedy, Funny jokes and crude humor, Witty satire and amusing jokes, Gags,  jokes,  and slapstick humor, Catchy songs and hilarious musical comedy, Teen school antics and laughter"
2016,Silence,"History, Drama","Faith and religion, Epic history and literature, Sins,  forgiveness,  and challenging faith, Faith and spiritual journeys, Historical battles and epic heroism, Politics,  propaganda,  and political documentaries, Surreal and thought-provoking visions of life and death"
2016,Paterson,"Drama, Comedy, Romance","Humanity and the world around us, Moving relationship stories, Relationship comedy, Emotional life of renowned artists, Surreal and thought-provoking visions of life and death, Captivating relationships and charming romance, Emotional and captivating fantasy storytelling, Passion and romance"
2016,Now You See Me 2,"Action, Crime, Mystery, Thriller","High speed and special ops, Epic heroes, Explosive and action-packed heroes vs. villains, Heists and thrilling action, Adrenaline-fueled action and fast cars, Action comedy and silly heroics, Fantasy adventure,  heroism,  and swordplay"
2016,The Love Witch,"Comedy, Horror, Romance","Horror, the undead and monster classics, Gothic and eerie haunting horror, Erotic relationships and desire, Dreamlike,  quirky,  and surreal storytelling, Terrifying,  haunted,  and supernatural horror, Gory,  gruesome,  and slasher horror"
2016,Kubo and the Two Strings,"Family, Animation, Adventure","Epic heroes, Fairy-tale fantasy and enchanted magic, Emotional and captivating fantasy storytelling, Holiday joy and heartwarming Christmas, Fantasy adventure,  heroism,  and swordplay, Adorable animals and heartwarming families"
2016,"Hail, Caesar!","Crime, Mystery, Comedy","Song and dance, Faith and religion, Crude humor and satire, Catchy songs and hilarious musical comedy, Western frontier dramas with a touch of humor, Dazzling vocal performances and musicals, Faith and spiritual journeys, Witty satire and amusing jokes"
2016,The Jungle Book,"Drama, Adventure, Fantasy, Family","Epic heroes, Fairy-tale fantasy and enchanted magic, Adorable animals and heartwarming families, Holiday joy and heartwarming Christmas, Kids' animated fun and adventure, Epic adventure and breathtaking battles"
2016,Sing,"Comedy, Family, Animation, Music","Song and dance, Dazzling vocal performances and musicals, Holiday joy and heartwarming Christmas, Adorable animals and heartwarming families, Catchy songs and hilarious musical comedy, Kids' animated fun and adventure"
2016,The Wailing,"Mystery, Horror","Horror, the undead and monster classics, Intense violence and sexual transgression, Thrillers and murder mysteries, Terrifying,  haunted,  and supernatural horror, Survival horror and zombie carnage, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Creepy,  chilling,  and terrifying horror"
2016,War Dogs,"Drama, Comedy, Crime","Crude humor and satire, Politics,  propaganda,  and political documentaries, Witty satire and amusing jokes, Funny jokes and crude humor, Gags,  jokes,  and slapstick humor, Western frontier dramas with a touch of humor"
2016,The Founder,"Drama, History","Politics and human rights, Politics,  propaganda,  and political documentaries, Underdog fighting and boxing stories, Lavish dramas and sumptuous royalty, Humanity's odyssey: earth and beyond, Charming romances and delightful chemistry"
2016,Jackie,Drama,"Politics and human rights, Epic history and literature, Riveting political and presidential drama, Politics,  propaganda,  and political documentaries, Lavish dramas and sumptuous royalty, Emotional life of renowned artists, Racism and the powerful fight for justice"
2016,Popstar: Never Stop Never Stopping,"Music, Comedy","Crude humor and satire, Song and dance, Relationship comedy, Catchy songs and hilarious musical comedy, Legendary musicians and stardom, Funny jokes and crude humor, Western frontier dramas with a touch of humor, Witty satire and amusing jokes"
2016,Terrifier,"Thriller, Horror","Horror, the undead and monster classics, Intense violence and sexual transgression, Gory,  gruesome,  and slasher horror, Gothic and eerie haunting horror, Survival horror and zombie carnage, Extreme gory horror and cannibalism, Terrifying,  haunted,  and supernatural horror"
2016,Nerve,"Crime, Adventure, Mystery","Underdogs and coming of age, Crime, drugs and gangsters, High speed and special ops, Engaging casino gambling drama, Teen friendship and coming-of-age, Inspiring sports underdog stories, Thought-provoking sci-fi action and future technology, Teen school antics and laughter"
2016,Ghostbusters,"Comedy, Action, Fantasy","Crude humor and satire, Relationship comedy, Spooky,  scary comedy, Funny jokes and crude humor, Action comedy and silly heroics, Kids' animated fun and adventure, Catchy songs and hilarious musical comedy"
2016,Miss Peregrine's Home for Peculiar Children,"Fantasy, Adventure","Epic heroes, Horror, the undead and monster classics, Monsters, aliens, sci-fi and the apocalypse, Sci-fi monster and dinosaur adventures, Fantasy adventure,  heroism,  and swordplay, Fairy-tale fantasy and enchanted magic, Creepy,  chilling,  and terrifying horror, Chilling experiments and classic monster horror"
2016,Kung Fu Panda 3,"Action, Family, Animation, Adventure, Comedy","Epic heroes, Intense combat and martial arts, Kids' animated fun and adventure, Holiday joy and heartwarming Christmas, Adorable animals and heartwarming families, Fairy-tale fantasy and enchanted magic"
2016,American Honey,Drama,"Underdogs and coming of age, Humanity and the world around us, Teen friendship and coming-of-age, Dance rhythms and catchy tunes, Emotional teen coming-of-age stories, Teen school antics and laughter, Drugs and violent crime"
2016,The Secret Life of Pets,"Family, Adventure, Comedy, Animation","Adorable animals and heartwarming families, Kids' animated fun and adventure, Holiday joy and heartwarming Christmas, Fairy-tale fantasy and enchanted magic, Funny jokes and crude humor"
2016,Sully,"History, Drama","War and historical adventure, Politics and human rights, High speed and special ops, Air pilot heroism and survival, Bravery in World War II, Disastrous voyages and heroic survival, Politics,  propaganda,  and political documentaries, Explosive and action-packed heroes vs. villains"
2016,The Autopsy of Jane Doe,"Horror, Mystery","Horror, the undead and monster classics, Intense violence and sexual transgression, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Survival horror and zombie carnage, Creepy,  chilling,  and terrifying horror"
2016,My Life as a Zucchini,"Family, Animation, Comedy, Romance, Drama","Moving relationship stories, Relationship comedy, Holiday joy and heartwarming Christmas, Adorable animals and heartwarming families, Heartbreaking and moving family drama, Emotional and touching family dramas, Touching and sad family stories"
2016,A Cure for Wellness,"Mystery, Horror, Science Fiction","Horror, the undead and monster classics, Intense violence and sexual transgression, Gothic and eerie haunting horror, Terrifying,  haunted,  and supernatural horror, Creepy,  chilling,  and terrifying horror, Chilling experiments and classic monster horror, Twisted dark psychological thriller"
2016,Black Mirror: San Junipero,,
2016,Star Trek Beyond,"Adventure, Action, Science Fiction","Monsters, aliens, sci-fi and the apocalypse, Epic heroes, War and historical adventure, Imaginative space odysseys and alien encounters, Action-packed space and alien sagas, Bravery in World War II, Thought-provoking sci-fi action and future technology, Superheroes in action-packed battles with villains"
2016,The Girl on the Train,"Mystery, Drama, Crime, Thriller","Thrillers and murder mysteries, Intense violence and sexual transgression, Film-noir and dark crime dramas, Suspenseful crime thrillers, Intriguing and suspenseful murder mysteries, Twisted dark psychological thriller, Enduring stories of family and marital drama"
2016,13th,Documentary,"Politics and human rights, Politics,  propaganda,  and political documentaries, Racism and the powerful fight for justice, Riveting political and presidential drama, Drugs and violent crime, Brutal,  violent prison drama"
2016,Lights Out,"Thriller, Mystery, Horror","Horror, the undead and monster classics, Intense violence and sexual transgression, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Creepy,  chilling,  and terrifying horror, Chilling experiments and classic monster horror"
2016,Everybody Wants Some!!,Comedy,"Underdogs and coming of age, Song and dance, Teen school antics and laughter, Inspiring sports underdog stories, Dance rhythms and catchy tunes, Teen friendship and coming-of-age, Legendary musicians and stardom"
2016,Shin Godzilla,"Science Fiction, Horror, Action","Monsters, aliens, sci-fi and the apocalypse, War and historical adventure, Sci-fi monster and dinosaur adventures, Dangerous technology and the apocalypse, Imaginative space odysseys and alien encounters, Politics,  propaganda,  and political documentaries, Sci-fi horror,  creatures,  and aliens"
2017,Get Out,"Thriller, Horror, Mystery","Horror, the undead and monster classics, Intense violence and sexual transgression, Terrifying,  haunted,  and supernatural horror, Survival horror and zombie carnage, Gory,  gruesome,  and slasher horror, Spooky,  scary comedy, Creepy,  chilling,  and terrifying horror"
2017,Lady Bird,"Drama, Comedy","Underdogs and coming of age, Moving relationship stories, Relationship comedy, Teen school antics and laughter, Student coming-of-age challenges, Emotional teen coming-of-age stories, Emotional and touching family dramas, Teen friendship and coming-of-age"
2017,Baby Driver,"Crime, Action","Crime, drugs and gangsters, High speed and special ops, Song and dance, Adrenaline-fueled action and fast cars, Heists and thrilling action, Explosive and action-packed heroes vs. villains, Guns,  crime,  and violent action, Action comedy and silly heroics"
2017,Call Me by Your Name,"Drama, Romance","Moving relationship stories, Relationship comedy, Emotional LGBTQ relationships, Erotic relationships and desire, Passion and romance, Emotional teen coming-of-age stories, Heartbreaking and moving family drama"
2017,Blade Runner 2049,"Science Fiction, Drama","Monsters, aliens, sci-fi and the apocalypse, Thought-provoking sci-fi action and future technology, Imaginative space odysseys and alien encounters, Action-packed space and alien sagas, Surreal and thought-provoking visions of life and death, Humanity's odyssey: earth and beyond"
2017,Spider-Man: Homecoming,"Science Fiction, Action, Adventure, Drama","Epic heroes, Underdogs and coming of age, Action comedy and silly heroics, Superheroes in action-packed battles with villains, Explosive and action-packed heroes vs. villains, Teen school antics and laughter, Action-packed space and alien sagas"
2017,Coco,"Fantasy, Family, Adventure, Animation, Music, Comedy","Holiday joy and heartwarming Christmas, Adorable animals and heartwarming families, Fairy-tale fantasy and enchanted magic, Kids' animated fun and adventure, Emotional and touching family dramas"
2017,Thor: Ragnarok,"Adventure, Action, Science Fiction","Epic heroes, Crude humor and satire, Action comedy and silly heroics, Fantasy adventure,  heroism,  and swordplay, Action-packed space and alien sagas, Superheroes in action-packed battles with villains, Intense combat and martial arts"
2017,Dunkirk,"War, Drama, Action","War and historical adventure, Epic history and literature, Bravery in World War II, Military combat and heroic soldiers, Air pilot heroism and survival, Disastrous voyages and heroic survival, The Nazis and World War II"
2017,It,"Horror, Fantasy","Horror, the undead and monster classics, Monsters, aliens, sci-fi and the apocalypse, Terrifying,  haunted,  and supernatural horror, Gory,  gruesome,  and slasher horror, Survival horror and zombie carnage, Creepy,  chilling,  and terrifying horror, Gothic and eerie haunting horror"
2017,Guardians of the Galaxy Vol. 2,"Science Fiction, Action, Adventure","Epic heroes, Monsters, aliens, sci-fi and the apocalypse, Action-packed space and alien sagas, Action comedy and silly heroics, Superheroes in action-packed battles with villains, Imaginative space odysseys and alien encounters, Kids' animated fun and adventure"
2017,Star Wars: The Last Jedi,"Science Fiction, Adventure, Action","Epic heroes, Monsters, aliens, sci-fi and the apocalypse, War and historical adventure, Action-packed space and alien sagas, Imaginative space odysseys and alien encounters, Fantasy adventure,  heroism,  and swordplay, Bravery in World War II, Sci-fi monster and dinosaur adventures"
2017,The Shape of Water,"Drama, Romance, Fantasy","Monsters, aliens, sci-fi and the apocalypse, Humanity and the world around us, Imaginative space odysseys and alien encounters, Sci-fi monster and dinosaur adventures, Surreal and thought-provoking visions of life and death, Fairy-tale fantasy and enchanted magic, Erotic relationships and desire"
2017,Logan,"Action, Science Fiction, Drama","Epic heroes, Westerns, Monsters, aliens, sci-fi and the apocalypse, Thought-provoking sci-fi action and future technology, Superheroes in action-packed battles with villains, Intense combat and martial arts, Wild west outlaws and gunfights, Explosive and action-packed heroes vs. villains"
2017,"I, Tonya","Comedy, Drama","Underdogs and coming of age, Inspiring sports underdog stories, Underdog fighting and boxing stories, Teen friendship and coming-of-age, Teen school antics and laughter, Engaging casino gambling drama"
2017,The Florida Project,Drama,"Moving relationship stories, Underdogs and coming of age, Emotional and touching family dramas, Adorable animals and heartwarming families, Heartbreaking and moving family drama, Emotional teen coming-of-age stories, Holiday joy and heartwarming Christmas"
2017,Wonder Woman,"Adventure, Action, Fantasy","Epic heroes, War and historical adventure, Epic history and literature, Bravery in World War II, Intense combat and martial arts, Fantasy adventure,  heroism,  and swordplay, Superheroes in action-packed battles with villains, Historical battles and epic heroism"
2017,mother!,"Horror, Thriller, Drama","Faith and religion, Intense violence and sexual transgression, Horror, the undead and monster classics, Faith and spiritual journeys, Surreal and thought-provoking visions of life and death, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Sins,  forgiveness,  and challenging faith"
2017,"Three Billboards Outside Ebbing, Missouri","Drama, Crime","Thrillers and murder mysteries, Intense violence and sexual transgression, Politics and human rights, Suspenseful crime thrillers, Graphic violence and brutal revenge, Gripping,  intense violent crime, Racism and the powerful fight for justice, Drugs and violent crime"
2017,Good Time,"Crime, Thriller","Crime, drugs and gangsters, Intense violence and sexual transgression, Thrillers and murder mysteries, Heists and thrilling action, Brutal,  violent prison drama, Engaging casino gambling drama, Drugs and violent crime, Adrenaline-fueled action and fast cars"
2017,John Wick: Chapter 2,"Thriller, Action, Crime","High speed and special ops, Epic heroes, Crime, drugs and gangsters, Intense combat and martial arts, Explosive and action-packed heroes vs. villains, Guns,  crime,  and violent action, Adrenaline-fueled action and fast cars, Thought-provoking sci-fi action and future technology"
2017,The Killing of a Sacred Deer,"Mystery, Thriller, Drama","Intense violence and sexual transgression, Horror, the undead and monster classics, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Twisted dark psychological thriller, Challenging or sexual themes & twists, Surreal and thought-provoking visions of life and death"
2017,Phantom Thread,"Drama, Romance","Moving relationship stories, Relationship comedy, Humanity and the world around us, Emotional life of renowned artists, Passion and romance, Charming romances and delightful chemistry, Lavish dramas and sumptuous royalty, Captivating relationships and charming romance"
2017,The Greatest Showman,Drama,"Song and dance, Dazzling vocal performances and musicals, Dance rhythms and catchy tunes, Catchy songs and hilarious musical comedy, Legendary musicians and stardom, Emotional life of renowned artists"
2017,Jumanji: Welcome to the Jungle,"Action, Comedy, Fantasy, Adventure","Underdogs and coming of age, Crude humor and satire, Epic heroes, Teen school antics and laughter, Action comedy and silly heroics, Kids' animated fun and adventure, Inspiring sports underdog stories, Gags,  jokes,  and slapstick humor"
2017,Okja,"Fantasy, Adventure, Drama, Science Fiction","Monsters, aliens, sci-fi and the apocalypse, Epic heroes, Adorable animals and heartwarming families, Humanity's odyssey: earth and beyond, Sci-fi monster and dinosaur adventures, Imaginative space odysseys and alien encounters, Fairy-tale fantasy and enchanted magic"
2017,The Lego Batman Movie,"Action, Comedy, Animation, Family","Crude humor and satire, Kids' animated fun and adventure, Action comedy and silly heroics, Holiday joy and heartwarming Christmas, Adorable animals and heartwarming families, Western frontier dramas with a touch of humor"
2017,A Ghost Story,"Drama, Fantasy","Humanity and the world around us, Moving relationship stories, Faith and religion, Surreal and thought-provoking visions of life and death, Terrifying,  haunted,  and supernatural horror, Powerful stories of heartbreak and illness, Emotional life of renowned artists, Humanity's odyssey: earth and beyond"
2017,Paddington 2,"Comedy, Family, Adventure","Crude humor and satire, Relationship comedy, Holiday joy and heartwarming Christmas, Adorable animals and heartwarming families, Kids' animated fun and adventure, Fairy-tale fantasy and enchanted magic, Gags,  jokes,  and slapstick humor"
2017,The Disaster Artist,"Comedy, Drama","Relationship comedy, Crude humor and satire, Humanity and the world around us, Funny jokes and crude humor, Laugh-out-loud relationship entanglements, Quirky and endearing relationships, Legendary musicians and stardom, Dreamlike,  quirky,  and surreal storytelling"
2017,Kingsman: The Golden Circle,"Adventure, Comedy, Action","High speed and special ops, Epic heroes, Crude humor and satire, Action comedy and silly heroics, Explosive and action-packed heroes vs. villains, Intense combat and martial arts, Exciting spy thrillers with tense intrigue, Superheroes in action-packed battles with villains"
