year,name,genres,themes
2017,Justice League,"Science Fiction, Adventure, Action","Epic heroes, Monsters, aliens, sci-fi and the apocalypse, Superheroes in action-packed battles with villains, Action comedy and silly heroics, Fantasy adventure,  heroism,  and swordplay, Action-packed space and alien sagas, Explosive and action-packed heroes vs. villains"
2017,Beauty and the Beast,"Family, Fantasy, Romance","Song and dance, Dazzling vocal performances and musicals, Fairy-tale fantasy and enchanted magic, Holiday joy and heartwarming Christmas, Kids' animated fun and adventure, Catchy songs and hilarious musical comedy"
2017,First Reformed,Drama,"Faith and religion, Sins,  forgiveness,  and challenging faith, Faith and spiritual journeys, Politics,  propaganda,  and political documentaries, Surreal and thought-provoking visions of life and death, Humanity's odyssey: earth and beyond"
2017,Murder on the Orient Express,"Crime, Drama, Mystery","Thrillers and murder mysteries, Intriguing and suspenseful murder mysteries, Suspenseful crime thrillers, Film-noir and dark crime dramas, Exciting spy thrillers with tense intrigue, Heists and thrilling action"
2017,Kong: Skull Island,"Action, Fantasy, Adventure","Monsters, aliens, sci-fi and the apocalypse, War and historical adventure, Epic heroes, Sci-fi monster and dinosaur adventures, Bravery in World War II, Imaginative space odysseys and alien encounters, Sci-fi horror,  creatures,  and aliens, Military combat and heroic soldiers"
2017,You Were Never Really Here,"Thriller, Crime, Drama","Intense violence and sexual transgression, Graphic violence and brutal revenge, Twisted dark psychological thriller, Challenging or sexual themes & twists, Drugs and violent crime, Gripping,  intense violent crime"
2017,Happy Death Day,"Comedy, Mystery, Horror","Horror, the undead and monster classics, Thrillers and murder mysteries, Gory,  gruesome,  and slasher horror, Spooky,  scary comedy, Gothic and eerie haunting horror, Survival horror and zombie carnage, Terrifying,  haunted,  and supernatural horror"
2017,Loving Vincent,"History, Drama, Mystery, Animation","Humanity and the world around us, Epic history and literature, Moving relationship stories, Emotional life of renowned artists, Lavish dramas and sumptuous royalty, Surreal and thought-provoking visions of life and death, Fascinating,  emotional stories and documentaries, Powerful stories of heartbreak and illness"
2017,War for the Planet of the Apes,"Drama, War, Science Fiction","War and historical adventure, Monsters, aliens, sci-fi and the apocalypse, Epic history and literature, Epic heroes, Military combat and heroic soldiers, Imaginative space odysseys and alien encounters, Historical battles and epic heroism, Thought-provoking sci-fi action and future technology, Dangerous technology and the apocalypse"
2017,Pirates of the Caribbean: Dead Men Tell No Tales,"Adventure, Fantasy, Action","Epic heroes, Fantasy adventure,  heroism,  and swordplay, Disastrous voyages and heroic survival, Superheroes in action-packed battles with villains, Sci-fi monster and dinosaur adventures, Bravery in World War II"
2017,The Big Sick,"Comedy, Drama, Romance","Relationship comedy, Laugh-out-loud relationship entanglements, Quirky and endearing relationships, Charming romances and delightful chemistry, Touching and sad family stories, Funny jokes and crude humor"
2017,Wonder,"Family, Drama","Underdogs and coming of age, Moving relationship stories, Emotional and touching family dramas, Student coming-of-age challenges, Adorable animals and heartwarming families, Holiday joy and heartwarming Christmas, Touching and sad family stories"
2017,Alien: Covenant,"Horror, Science Fiction, Mystery","Monsters, aliens, sci-fi and the apocalypse, Horror, the undead and monster classics, Imaginative space odysseys and alien encounters, Sci-fi monster and dinosaur adventures, Sci-fi horror,  creatures,  and aliens, Action-packed space and alien sagas, Thought-provoking sci-fi action and future technology"
2017,Wind River,"Drama, Crime, Thriller, Mystery","Thrillers and murder mysteries, Westerns, Suspenseful crime thrillers, Wild west outlaws and gunfights, Intense terrorist and political thrillers, Film-noir and dark crime dramas, Gripping,  intense violent crime"
2017,Logan Lucky,"Drama, Action, Comedy, Crime","Crude humor and satire, Crime, drugs and gangsters, Gags,  jokes,  and slapstick humor, Adrenaline-fueled action and fast cars, Heists and thrilling action, Inspiring sports underdog stories, Western frontier dramas with a touch of humor"
2017,Atomic Blonde,"Action, Thriller","High speed and special ops, Epic heroes, Explosive and action-packed heroes vs. villains, Exciting spy thrillers with tense intrigue, Intense combat and martial arts, Action comedy and silly heroics, Bravery in World War II"
2017,Columbus,Drama,"Moving relationship stories, Relationship comedy, Heartbreaking and moving family drama, Tragic sadness and captivating beauty, Emotional and touching family dramas, Touching and sad family stories, Passion and romance"
2017,Thoroughbreds,"Drama, Thriller","Intense violence and sexual transgression, Thrillers and murder mysteries, Twisted dark psychological thriller, Emotional teen coming-of-age stories, Teen school antics and laughter, Challenging or sexual themes & twists, Gripping,  intense violent crime"
2017,The Post,"Drama, History","Politics and human rights, War and historical adventure, Politics,  propaganda,  and political documentaries, Riveting political and presidential drama, Military combat and heroic soldiers, Bravery in World War II, Racism and the powerful fight for justice"
2017,The Death of Stalin,"History, Drama, Comedy","Politics and human rights, War and historical adventure, Crude humor and satire, Epic history and literature, War,  patriotism,  and political drama, Politics,  propaganda,  and political documentaries, Riveting political and presidential drama, Witty satire and amusing jokes, The Nazis and World War II"
2017,It Comes at Night,"Horror, Drama, Mystery","Horror, the undead and monster classics, Monsters, aliens, sci-fi and the apocalypse, Intense violence and sexual transgression, Terrifying,  haunted,  and supernatural horror, Survival horror and zombie carnage, Gothic and eerie haunting horror, Sci-fi horror,  creatures,  and aliens, Gory,  gruesome,  and slasher horror"
2017,Cars 3,"Family, Animation, Comedy, Adventure","Underdogs and coming of age, Adrenaline-fueled action and fast cars, Inspiring sports underdog stories, Adorable animals and heartwarming families, Teen friendship and coming-of-age, Underdog fighting and boxing stories"
2017,Molly's Game,"Drama, Crime","Crime, drugs and gangsters, Underdogs and coming of age, Politics and human rights, Engaging casino gambling drama, Inspiring sports underdog stories, Gritty crime and ruthless gangsters, Underdog fighting and boxing stories, Politics,  propaganda,  and political documentaries"
2017,The Ritual,"Mystery, Thriller, Horror","Horror, the undead and monster classics, Monsters, aliens, sci-fi and the apocalypse, Terrifying,  haunted,  and supernatural horror, Gory,  gruesome,  and slasher horror, Gothic and eerie haunting horror, Creepy,  chilling,  and terrifying horror, Chilling experiments and classic monster horror"
2017,The Babysitter,"Comedy, Horror","Horror, the undead and monster classics, Crude humor and satire, Gory,  gruesome,  and slasher horror, Spooky,  scary comedy, Survival horror and zombie carnage, Bloody vampire horror, Gothic and eerie haunting horror"
2017,Gerald's Game,"Thriller, Horror","Horror, the undead and monster classics, Intense violence and sexual transgression, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Twisted dark psychological thriller, Graphic violence and brutal revenge"
2017,Darkest Hour,"History, Drama","War and historical adventure, Epic history and literature, Politics and human rights, The Nazis and World War II, Bravery in World War II, Politics,  propaganda,  and political documentaries, Military combat and heroic soldiers, Historical battles and epic heroism"
2017,Ingrid Goes West,"Drama, Comedy","Relationship comedy, Crude humor and satire, Quirky and endearing relationships, Powerful stories of heartbreak and illness, Funny jokes and crude humor, Erotic relationships and desire, Laugh-out-loud relationship entanglements"
2017,Twin Peaks: The Return,"Thriller, Mystery, Crime, Drama","Horror, the undead and monster classics, Humanity and the world around us, Gothic and eerie haunting horror, Dreamlike,  quirky,  and surreal storytelling, Surreal and thought-provoking visions of life and death, Terrifying,  haunted,  and supernatural horror, Legendary musicians and stardom"
2017,Life,"Mystery, Science Fiction, Horror, Thriller","Monsters, aliens, sci-fi and the apocalypse, Horror, the undead and monster classics, Imaginative space odysseys and alien encounters, Sci-fi monster and dinosaur adventures, Sci-fi horror,  creatures,  and aliens, Action-packed space and alien sagas, Dangerous technology and the apocalypse"
2017,The Fate of the Furious,"Crime, Thriller, Action","High speed and special ops, Monsters, aliens, sci-fi and the apocalypse, Adrenaline-fueled action and fast cars, Explosive and action-packed heroes vs. villains, Dangerous technology and the apocalypse, Action comedy and silly heroics, Bravery in World War II"
2017,The Meyerowitz Stories (New and Selected),"Drama, Comedy","Relationship comedy, Moving relationship stories, Quirky and endearing relationships, Touching and sad family stories, Emotional and touching family dramas, Emotional life of renowned artists, Charming romances and delightful chemistry"
2017,The Beguiled,Drama,"Politics and human rights, War and historical adventure, Epic history and literature, Student coming-of-age challenges, Military combat and heroic soldiers, Graphic violence and brutal revenge, Racism and the powerful fight for justice, Erotic relationships and desire"
2017,Gifted,"Drama, Comedy","Underdogs and coming of age, Moving relationship stories, Relationship comedy, Student coming-of-age challenges, Emotional and touching family dramas, Adorable animals and heartwarming families, Touching and sad family stories, Holiday joy and heartwarming Christmas"
2017,The Square,Drama,"Humanity and the world around us, Crude humor and satire, Relationship comedy, Faith and religion, Funny jokes and crude humor, Powerful poetic and passionate drama, Witty satire and amusing jokes, Humanity's odyssey: earth and beyond, Challenging or sexual themes & twists"
