,nominee,WinGG,WinBAFTA,WinSAG
1640,Robert Wagner,False,False,False
1641,Robert Young,True,False,False
1642,Robin Williams,True,False,True
1643,Robin Wright,True,False,False
1644,Rod Steiger,True,True,False
1645,Roddy McDowall,False,False,False
1646,Rohini Hattangadi,False,True,False
1647,Roma,True,False,False
1648,Roma Downey,False,False,False
1649,Roman Griffin Davis,False,False,False
1650,Romola Garai,False,False,False
1651,Romy Schneider,False,False,False
1652,Ron Howard,True,False,False
1653,Ron Moody,True,False,False
1654,Ron Perlman,True,False,False
1655,Ronald Colman,True,False,False
1656,Ronee Blakley,False,False,False
1657,Rooney Mara,False,False,False
1658,Rosalind Russell,True,False,True
1659,Rosamund Pike,False,False,False
1660,Rosanna Arquette,False,True,False
1661,Rose Byrne,False,False,False
1662,Roseanne Barr,True,False,False
1663,Rosemary Forsyth,False,False,False
1664,Rosemary Harris,True,False,False
1665,Rosemary Leach,False,False,False
1666,Roshan Seth,False,False,False
1667,Rosie Perez,False,False,False
1668,Ross Martin,False,False,False
1669,Roxana Zal,False,False,False
1670,Roy Scheider,False,False,False
1671,Rue McClanahan,False,False,False
1672,Rupert Everett,False,False,True
1673,Russell Crowe,True,False,True
1674,Rust and Bone,False,False,False
1675,Rutger Hauer,False,False,False
1676,Ruth Buzzi,True,False,False
1677,Ruth Gordon,True,False,False
1678,Ruth Negga,False,False,False
1679,Ruth Roman,False,False,False
1680,Ruth Wilson,True,False,False
1681,Ryan Gosling,True,False,False
1682,Ryan O'Neal,False,False,False
1683,Ryan Reynolds,False,False,False
1684,S. Epatha Merkerson,True,False,True
1685,Sacha Baron Cohen,True,False,False
1686,Sada Thompson,False,False,False
1687,Saeed Jaffrey,False,False,False
1688,Sal Mineo,True,False,False
1689,Salaam Bombay!,False,False,False
1690,Sally Field,True,False,True
1691,Sally Hawkins,True,False,False
1692,Sally Kellerman,False,False,False
1693,Sally Kirkland,True,False,False
1694,Sally Struthers,False,False,False
1695,Sally Thomsett,False,False,False
1696,Salma Hayek,False,False,False
1697,Salvatore Cascio,False,True,False
1698,Sam Elliott,False,False,False
1699,Sam Neill,False,False,False
1700,Sam Rockwell,True,True,True
1701,Sam Shepard,False,False,False
1702,Sam Waterston,True,False,True
1703,Samantha Eggar,True,False,False
1704,Samantha Morton,True,False,False
1705,Sammi Davis-Voss,False,False,False
1706,Sammy Davis Jr.,False,False,False
1707,Samuel L Jackson,False,True,False
1708,Samuel L. Jackson,False,False,False
1709,Samuel West,False,False,False
1710,Sandahl Bergman,True,False,False
1711,Sandra Bullock,True,False,True
1712,Sandra Dee,True,False,False
1713,Sandra Oh,True,False,True
1714,Sandy Dennis,False,False,False
1715,Sandy Duncan,False,False,False
1716,Saoirse Ronan,True,False,False
1717,Sarah Hay,False,False,False
1718,Sarah Jessica Parker,True,False,True
1719,Sarah Michelle Gellar,False,False,False
1720,Sarah Miles,False,False,False
1721,Sarah Paulson,True,False,True
1722,Saverio Marconi,False,False,False
1723,Scarlett Johansson,False,False,False
1724,Scenes From a Marriage,True,False,False
1725,Schtonk!,False,False,False
1726,Scott Bakula,True,False,False
1727,Scott Wilson,False,False,False
1728,Sean Connery,True,True,False
1729,Sean Penn,True,False,True
1730,Sela Ward,True,False,False
1731,Selma Diamond,False,False,False
1732,Sessue Hayakawa,False,False,False
1733,Seven Beauties,False,False,False
1734,Shailene Woodley,False,False,False
1735,Shanghai Triad,False,False,False
1736,Sharon Gless,True,False,False
1737,Sharon Stone,True,False,False
1738,Sharon Tate,False,False,False
1739,Shelley Duvall,False,False,False
1740,Shelley Long,True,False,False
1741,Shelley Winters,True,False,False
1742,Sherilyn Fenn,False,False,False
1743,Sherman Hemsley,False,False,False
1744,Sherry Stringfield,False,False,True
1745,Shirley Booth,True,False,False
1746,Shirley Jones,False,False,False
1747,Shirley Knight,True,False,False
1748,Shirley MacLaine,True,True,False
1749,Shoplifters,False,False,False
1750,Sian Barbara Allen,False,False,False
1751,Sian Phillips,False,False,False
1752,Sidney Poitier,True,True,True
1753,Sienna Miller,False,False,False
1754,Sigourney Weaver,True,False,False
1755,Simon Baker,False,False,False
1756,Simon Callow,False,False,True
1757,Simon Helberg,False,False,False
1758,Simon Ward,False,False,False
1759,Simone Signoret,False,True,False
1760,Sissy Spacek,True,False,True
"1761,""Slipper and the Rose - The Story of Cinderella, The"",False,False,False"
1762,Small Change,False,False,False
1763,Sofia Vergara,False,False,True
1764,Soldier of Orange,False,False,False
1765,Son of Saul,True,False,False
1766,Sondra Locke,False,False,False
1767,Sonia Braga,False,False,False
"1768,""Sons, Mothers And A General"",True,False,False"
1769,Sophia Loren,False,True,False
1770,Sophie Okonedo,False,False,False
"1771,""Special Day, A"",True,False,False"
1772,Special Section,False,False,False
1773,Special Treatment,False,False,False
1774,Spencer Tracy,True,True,False
1775,Stacy Keach,True,False,False
1776,Stanley Baker,False,False,False
1777,Stanley Holloway,False,False,False
1778,Stanley Tucci,True,False,True
1779,State of Siege,False,False,False
1780,Stathis Giallelis,False,False,False
1781,Stefanie Powers,False,False,False
1782,Stella,True,False,False
1783,Stella Stevens,True,False,False
1784,Stephan James,False,False,False
1785,Stephanie Beacham,False,False,False
1786,Stephanie Zimbalist,False,False,False
1787,Stephen Boyd,True,False,False
1788,Stephen Fry,False,False,True
1789,Stephen Rea,False,False,False
1790,Sterling Hayden,False,False,False
1791,Sterling K. Brown,True,False,True
1792,Steve Buscemi,True,False,True
1793,Steve Carell,True,False,True
1794,Steve Coogan,False,False,False
1795,Steve Martin,False,False,False
1796,Steve McQueen,False,False,False
1797,Steven Bauer,False,False,True
1798,Stockard Channing,False,False,True
1799,Story of Women,False,False,False
1800,Stephane Audran,False,True,False
1801,Sue Ane Langdon,True,False,False
1802,Sue Lyon,True,False,False
"1803,""Sunday in the Country, A"",False,False,False"
1804,Susan Anton,False,False,False
1805,Susan Blakely,True,False,False
1806,Susan Clark,False,False,False
1807,Susan Dey,True,False,False
1808,Susan Flannery,True,False,False
1809,Susan Hayward,True,False,False
1810,Susan Howard,False,False,False
1811,Susan Kohner,True,False,False
1812,Susan Ruttan,False,False,False
1813,Susan Sarandon,False,True,True
1814,Susan St. James,False,False,False
1815,Susan Strasberg,False,False,False
1816,Susan Sullivan,False,False,False
1817,Susan Wooldridge,False,True,False
1818,Susannah York,False,True,False
1819,Suzanne Pleshette,False,False,False
1820,Suzanne Somers,False,False,False
1821,Swoosie Kurtz,False,False,False
1822,Sylvester Stallone,True,False,False
1823,Sylvia Sidney,True,False,False
1824,Sylvia Syms,False,False,False
1825,Sonia Braga,False,False,False
1826,Taina Elg,True,False,False
1827,Takashi Shimura,False,False,False
1828,Talia Shire,False,False,False
1829,Talk To Her,True,False,False
1830,Tammy Blanchard,False,False,False
1831,Tangerines,False,False,False
1832,Tango,False,False,False
1833,Tara Morice,False,False,False
1834,Taraji P. Henson,True,False,True
1835,Tarita,False,False,False
1836,Taron Egerton,True,False,False
1837,Tatiana Maslany,False,False,False
1838,Tatum O'Neal,True,False,False
1839,Tatyana Samojlova,False,False,False
1840,Taxi Blues,False,False,False
1841,Taylor Schilling,False,False,True
1842,Ted Danson,True,False,False
1843,Ted Neeley,False,False,False
1844,Telly Savalas,True,False,False
1845,Terence Stamp,False,False,False
1846,Teresa Graves,False,False,False
1847,Teri Hatcher,True,False,True
1848,Terrence Howard,False,False,True
1849,Terri Garr,False,False,False
1850,Terry Thomas,False,False,False
1851,Terry-Thomas,False,False,False
1852,Tess,True,False,False
1853,Tess Harper,False,False,True
1854,Thandie Newton,False,False,True
1855,That Obscure Object of Desire,False,False,False
1856,The Baader Meinhof Complex,False,False,False
1857,The Barbarian Invasions,False,False,False
1858,The Beatles,False,False,False
1859,The Best Man,False,False,False
1860,The Bicycle Thief,True,False,False
1861,The Brand New Testament,False,False,False
1862,The Celebration,False,False,False
1863,The Chorus,False,False,False
1864,The Club,False,False,False
1865,The Concert,False,False,False
1866,The Crime of Padre Amaro,False,False,False
1867,The Diving Bell and the Butterfly,True,False,False
1868,The Double Life of Veronique,False,False,False
1869,The Dresser,False,False,False
1870,The Edge,False,False,False
1871,The Eighth Day,False,False,False
1872,The Fallen Idol,False,False,False
1873,The Fencer,False,False,False
1874,The Flowers Of War,False,False,False
1875,The Girl on the Bridge,False,False,False
1876,The Great Beauty,True,False,False
1877,The Hunt,False,False,False
1878,The Intouchables,False,False,False
1879,The Kid With A Bike,False,False,False
1880,The Kite Runner,False,False,False
1881,The Lady Of The Camelias,True,False,False
1882,The Lives Of Others,False,False,False
1883,The Magic Flute,False,False,False
1884,The Maid (La Nana),False,False,False
1885,The Motorcycle Diaries,False,False,False
1886,The Past,False,False,False
1887,The Polish Bride,False,False,False
1888,The Promise (Master of the Crimson Armor),False,False,False
1889,The Red Violin,False,False,False
1890,The Return,False,False,False
1891,The Salesman,False,False,False
1892,The Sea Inside,True,False,False
1893,The Skin I Live In,False,False,False
1894,The Square,False,False,False
1895,The Wedding Banquet,False,False,False
1896,The White Ribbon (Das Weisse Band - Eine Deutsche Kindergeschichte),True,False,False
1897,The Widow of Saint-Pierre,False,False,False
1898,The Wind Rises,False,False,False
1899,Thelma Ritter,False,False,False
1900,Theresa Saldana,False,False,False
"1901,""Thief, The"",False,False,False"
1902,Thomas Gibson,False,False,False
1903,Thomas Haden Church,False,False,True
1904,Thomas Jane,False,False,False
1905,Thora Birch,False,False,True
1906,Three Colors: Red,False,False,False
1907,Three Colours: Blue (Trois couleurs: Bleu) ,False,False,False
1908,Tige Andrews,False,False,False
1909,Tilda Swinton,False,False,False
1910,Till Marriage Do Us Part,False,False,False
1911,Tim Allen,True,False,False
1912,Tim Robbins,True,False,True
1913,Tim Roth,False,True,False
1914,Timothee Chalamet,False,False,False
1915,Timothy Hutton,True,False,False
1916,Timothe Chalamet,False,False,False
1918,Tina Chen,False,False,False
1919,Tina Fey,True,False,True
1920,Tina Louise,True,False,False
1921,Tippi Hedren,True,False,False
1922,To Live,False,False,False
1923,Tobey Maguire,False,False,False
1924,Tobias Menzies,False,False,False
1925,Toby Jones,False,False,False
1926,Tom Baker,False,False,False
1927,Tom Berenger,True,False,False
1928,Tom Cavanagh,False,False,False
1929,Tom Conti,False,False,False
1930,Tom Courtenay,True,True,False
1931,Tom Cruise,True,False,False
1932,Tom Ewell,True,False,False
1933,Tom Hanks,True,False,True
1934,Tom Hiddleston,True,False,False
1935,Tom Hulce,False,False,False
1936,Tom Jones,False,False,False
1937,Tom Nardini,False,False,False
1938,Tom Selleck,True,False,False
1939,Tom Sizemore,False,False,False
1940,Tom Skerritt,False,False,False
1941,Tom Tryon,False,False,False
1942,Tom Wilkinson,False,False,True
1943,Tommy Lee Jones,True,False,True
1944,Toni Collette,True,False,True
1945,Toni Erdmann,False,False,False
1946,Tony Curtis,False,False,False
1947,Tony Danza,False,False,False
1948,Tony Randall,False,False,False
1949,Tony Shalhoub,True,False,True
1950,Toshiro Mifune,False,False,False
1951,Tracee Ellis Ross,True,False,False
1952,Tracey Ullman,True,False,True
"1953,""Traviata, La"",False,False,False"
1954,Treat Williams,False,False,False
1955,Trevor Howard,False,True,False
1956,Trish Van Devere,False,False,False
1957,Troy Garity,False,False,False
1958,Tsotsi,False,False,False
1959,Tuesday Weld,True,False,False
1960,Twenty-Four Eyes,True,False,False
1961,Twiggy,True,False,False
1962,Tyne Daly,True,False,False
1963,Ugo Tognazzi,False,False,False
1964,Uma Thurman,True,False,False
1965,United Kingdom,False,False,False
"1966,""United Kingdom, Basil Dearden"",False,False,False"
"1967,""United Kingdom, Brian Hutton"",False,False,False"
"1968,""United Kingdom, Bryan Forbes"",False,False,False"
"1969,""United Kingdom, Christopher Miles"",False,False,False"
"1970,""United Kingdom, Daniel Petrie"",False,False,False"
"1971,""United Kingdom, Desmond Davis"",True,False,False"
"1972,""United Kingdom, J. Lee Thompson"",True,False,False"
"1973,""United Kingdom, Jack Couffer"",False,False,False"
"1974,""United Kingdom, John Schlesinger"",True,False,False"
"1975,""United Kingdom, Joseph Losey"",False,False,False"
"1976,""United Kingdom, Joseph Strick"",False,False,False"
"1977,""United Kingdom, Karel Reisz"",False,False,False"
"1978,""United Kingdom, Ken Hughes"",True,False,False"
"1979,""United Kingdom, Ken Loach"",False,False,False"
"1980,""United Kingdom, Ken Russell"",True,False,False"
"1981,""United Kingdom, Laurence Olivier"",True,False,False"
"1982,""United Kingdom, Lewis Gilbert"",True,False,False"
"1983,""United Kingdom, Lindsay Anderson"",False,False,False"
"1984,""United Kingdom, Melvin Frank"",False,False,False"
"1985,""United Kingdom, Michael Sarne"",False,False,False"
"1986,""United Kingdom, Michael Winner"",False,False,False"
"1987,""United Kingdom, Michelangelo Antonioni"",False,False,False"
"1988,""United Kingdom, Paul Czinner"",False,False,False"
"1989,""United Kingdom, Peter Collinson"",False,False,False"
"1990,""United Kingdom, Peter Medak"",False,False,False"
"1991,""United Kingdom, Richard Attenborough"",True,False,False"
"1992,""United Kingdom, Richard Harris, Uri Zohar"",False,False,False"
"1993,""United Kingdom, Richard Lester"",False,False,False"
"1994,""United Kingdom, Robert Altman"",False,False,False"
"1995,""United Kingdom, Roy Ward Baker"",True,False,False"
"1996,""United Kingdom, Sidney J. Furie"",False,False,False"
"1997,""United Kingdom, Silvio Narizzano"",False,False,False"
"1998,""United Kingdom, Simon Trevor"",False,False,False"
"1999,""United Kingdom, Stuart Burge"",False,False,False"
2000,Ursula Andress,True,False,False
2001,Uzo Aduba,False,False,True
2002,Valentina Cortese,False,False,False
2003,Valentine Cortese,False,True,False
2004,Valerie Bertinelli,True,False,False
2005,Valerie Harper,True,False,False
2006,Valerie Perrine,False,True,False
2007,Van Heflin,False,False,False
2008,Vanessa Redgrave,True,False,True
2009,Vera Farmiga,False,False,False
2010,Vicki Lawrence,False,False,False
2011,Victor Banerjee,False,False,False
2012,Victor Buono,False,False,False
2013,Victor Sjostrom,False,False,False
2014,Victoria Principal,False,False,False
2015,Victoria Shaw,True,False,False
2016,Victoria Tennant,False,False,False
2017,Viggo Mortensen,False,False,True
2018,Ving Rhames,True,False,False
2019,Viola Davis,True,True,True
2020,Virginia Madsen,False,False,True
2021,Virginia Maskell,False,False,False
2022,Virginia McKenna,False,True,False
2023,Vivien Leigh,False,True,False
2024,Vivien Merchant,False,True,False
2025,Vladimir Ivashov,False,False,False
2026,Volver,False,False,False
2027,Wagner Moura,False,False,False
2028,Walter Huston,True,False,False
2029,Walter Matthau,True,True,False
2030,Waltz with Bashir,True,False,False
2031,Warren Beatty,True,False,False
2032,Wayne Rogers,False,False,False
2033,Wendie Malick,False,False,False
2034,Wendy Craig,False,False,False
2035,Wendy Hiller,False,False,False
2036,Wentworth Miller,False,False,False
2037,When Father Was Away on Business,False,False,False
2038,Whoopi Goldberg,True,True,False
2039,Wilfred Hyde-White,False,False,False
2040,Will Ferrell,False,False,False
2041,Will Smith,False,False,False
2042,Willem Dafoe,False,False,False
2043,William Conrad,False,False,False
2044,William Devane,False,False,False
2045,William H. Macy,False,False,True
2046,William Holden,False,False,False
2047,William Hurt,False,True,False
2048,William L. Petersen,False,False,False
2049,William O. Campbell,False,False,False
2050,Winona Ryder,True,False,True
2051,Women on the Verge of a Nervous Breakdown,False,False,False
2052,Woody Allen,False,False,False
2053,Woody Harrelson,False,False,True
2054,Woody Strode,False,False,False
"2056,""Year of the Quiet Sun, A"",False,False,False"
2057,Yoko Shimada,True,False,False
2058,Yol,False,False,False
2059,Yul Brynner,False,False,False
2060,Yves Montand,False,False,False
2061,Yvette Mimieux,False,False,False
2062,Yvonne Crowley,False,False,False
2063,Yvonne Elliman,False,False,False
2064,Yvonne Mitchell,False,True,False
2065,Yvonne Strahovski,False,False,False
2066,Zach Braff,False,False,False
2067,Zalman King,False,False,False
2068,Zbigniew Cybulski,False,False,False
2069,Zero Mostel,False,False,False
2070,Zhang Ziyi,False,False,False
2071,Ziyi Zhang,False,False,False
2072,Zooey Deschanel,False,False,False
