Title,Genres,Keywords,Year,Main_nominations,Technical_nominations,Artistic_nominations,Main_winner,Technical_winner,Artistic_winner,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Série noire,"['Drama', 'Crime']","['salesman', 'french noir']",1979,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rock 'n' Roll High School,"['Comedy', 'Music']","['rebellion', ""rock 'n' roll"", 'punk rock', 'bong', 'camp']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
アルプスの少女ハイジ,"['Animation', 'Family', 'Adventure']",['anime'],1979,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
復讐するは我にあり,"['Crime', 'Drama']","['japan', 'based on novel or book', 'series of murders']",1979,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Сказка сказок,['Animation'],"['fairy', 'short film']",1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder by Decree,"['Crime', 'Mystery', 'Thriller']","['jack the ripper', 'sherlock holmes']",1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Over the Edge,"['Crime', 'Drama']","[""rock 'n' roll"", 'police brutality', 'police', 'alcohol', 'boredom', '1970s', 'lsd', 'colorado', 'drug scene', 'coming of age', 'teen angst', 'underage drinking', 'house party', 'marijuana', 'juvenile delinquent', 'teenage sexuality', 'gun violence', 'generation gap', 'burnout', 'punk band', 'police harassment', 'middle class parents', 'lost youth', 'bad parenting', 'police search', 'breaking and entering', 'stolen car', 'punk', 'bullies']",1979,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Coup de tête,['Comedy'],"['prison', 'prisoner', 'sports', 'football (soccer)']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elvis,"['Drama', 'Music', 'TV Movie']","[""rock 'n' roll"", 'rock star', 'biography', 'singing', 'superstar', 'washed up star']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Beyond the Poseidon Adventure,"['Action', 'Adventure', 'Drama']","['gold', 'based on novel or book', 'plutonium', 'ocean', '1970s', 'wave', 'natural disaster', 'rescue mission', 'ocean liner', 'sequel', 'disaster', 'capsized ship', 'tidal wave', 'disaster movie']",1979,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Richard Pryor: Live in Concert,['Comedy'],"['concert', 'dark comedy', 'stand-up comedy']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mani di velluto,"['Comedy', 'Romance']",[],1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bugs Bunny's Looney Christmas Tales,"['Animation', 'TV Movie']","['holiday', 'cartoon']",1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Don't Go in the House,['Horror'],"['new york city', 'dancing', 'new jersey', 'sadism', 'flashback', 'revenge', 'murder', 'priest', 'serial killer', 'slasher', 'gasoline', 'church', 'maniac', 'flamethrower', 'disco', 'old house', 'psychotic', 'burn victim', 'video nasty', 'abusive mother']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The In-Laws,"['Action', 'Adventure', 'Comedy', 'Mystery']","['cia', 'wedding', 'in-laws', 'armored car robbery']",1979,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Escape to Athena,"['Adventure', 'Comedy', 'War']","['island', 'escape', 'world war ii', 'prisoner of war', 'greece', 'archaeologist', '1940s']",1979,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zulu Dawn,"['Adventure', 'Drama', 'History', 'War']","['fight', 'british empire', 'victory', 'prequel', 'battlefield', 'battle', 'death', 'colonialism', 'spear throwing', 'surrounded', 'standoff', 'mortar', 'zulu', 'tribal warfare', 'army life']",1979,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Stridulum,"['Horror', 'Science Fiction']","['airport', 'video game', 'paraplegic', 'gun', 'gymnastics', 'pregnancy', 'atlanta', 'nanny', 'wheelchair', 'babysitter', 'basketball', 'telekinesis', 'alien', 'hospital', 'car accident', 'bird attack', 'evil child']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Onion Field,"['Crime', 'Drama']","['cop-killer', 'based on true story', 'police officer killed', 'capital punishment', 'in the closet']",1979,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Force of One,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']","['martial arts', 'showdown', 'police', 'gangster', 'karate', 'special unit', 'vigilante', 'serial killer', 'urban setting', 'murder mystery']",1979,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
More American Graffiti,"['Comedy', 'Drama', 'War']","[""new year's eve"", 'vietnam', 'police brutality', 'hippie', 'mine', 'violence in schools', 'sequel', 'pot smoking', 'marijuana', 'student protest', 'drag racing', '1960s']",1979,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
La Luna,['Drama'],"['parent child relationship', 'italy', 'widow', 'heroin', 'son', 'diva', 'singer', 'drugs', 'desire', 'incest', 'addict']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fascination,['Horror'],"['castle', 'cult', 'knife', 'thief', 'aristocrat']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
天使のはらわた 赤い教室,['Drama'],"['tokyo, japan', 'softcore', 'pink film', 'pornographer']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beneath the Valley of the Ultra-Vixens,['Comedy'],"['striptease', 'satire', 'older woman younger man relationship', 'employer employee sex', 'voyeur', 'erotic movie']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wise Blood,"['Comedy', 'Drama']","['based on novel or book', 'southern usa', 'christianity', 'redemption', 'preacher', 'blindness']",1979,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Love at First Bite,"['Romance', 'Comedy', 'Horror']","['new york city', 'vampire', 'coffin', 'romantic comedy', 'spoof', 'disco', 'horror comedy', 'dracula']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Stranger in Our House,"['TV Movie', 'Horror']","['witch', 'based on novel or book', 'obsession', 'voodoo', 'horse', 'animal attack', 'possession', 'car accident', 'summer', 'demon', 'housekeeper', 'catfight', 'witchcraft', 'occult', 'small community']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Hanover Street,"['Drama', 'Romance', 'War', 'Action', 'Adventure']","['london, england', 'secret mission', 'world war ii', 'bomber pilot']",1979,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Jack Frost,"['Family', 'Animation', 'Fantasy', 'TV Movie']","['holiday', 'christmas']",1979,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
El Chanfle,"['Comedy', 'Family']","['mexico', 'mistake', 'football (soccer)']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La patata bollente,['Comedy'],"['lgbt', 'gay theme']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Гараж,"['Drama', 'Comedy']",[],1979,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Тот самый Мюнхгаузен,"['Comedy', 'Drama', 'Fantasy']","['lie', 'love']",1979,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Erótica,"['Thriller', 'Drama']",[],1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Cristo si è fermato a Eboli,['Drama'],[],1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
林世榮,"['Action', 'Comedy']","['martial arts', 'kung fu', 'martial arts master', 'wong fei hong']",1979,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suor Omicidi,"['Drama', 'Horror', 'Thriller']","['adultery', 'rape', 'nun', 'sadism', 'revenge', 'perversion', 'torture', 'lust', 'video nasty']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
KISS Meets the Phantom of the Park,"['Music', 'Science Fiction', 'TV Movie']","[""rock 'n' roll"", 'rock star', 'kiss', 'robot', 'makeup', 'amusement park']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Real Life,['Comedy'],"['dysfunctional family', 'documentary filmmaking']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buck Rogers in the 25th Century,"['Science Fiction', 'Adventure', 'Action']",['space opera'],1979,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Panna a netvor,"['Drama', 'Fantasy', 'Horror']","['fairy tale', 'castle', 'based on play or musical', 'beast']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
गोल माल,['Comedy'],"['forbidden love', 'musical', 'india']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Место встречи изменить нельзя,"['Action', 'Crime', 'Mystery', 'TV Movie']",['miniseries'],1979,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
龍拳,"['Action', 'Drama']",[],1979,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L'ingorgo,['Drama'],['traffic jam'],1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L'isola degli uomini pesce,"['Science Fiction', 'Horror']",['sea monster'],1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Captain America,"['Action', 'Adventure', 'Science Fiction', 'TV Movie']","['superhero', 'shield', 'comic book', 'based on comic', 'super soldier', 'motorcycle', 'war hero', 'super power', 'machine gun']",1979,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
銀河鉄道999,"['Adventure', 'Animation', 'Science Fiction']","['cyborg', 'space travel', 'revenge', 'space', 'transhumanism', 'train', 'adult animation']",1979,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rudolph and Frosty's Christmas in July,"['Animation', 'Fantasy', 'Family', 'TV Movie']","['holiday', 'musical', 'stop motion']",1979,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Quintet,['Science Fiction'],"['dystopia', 'ice age', 'post-apocalyptic future', 'board game', 'deadly game']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fast Company,"['Drama', 'Action']","['revenge', 'racing', 'drag strip', 'drag racing', 'drag racer', 'canuxploitation', 'motorsport']",1979,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nan bei zui quan,"['Action', 'Comedy']","['martial arts', 'drunk', 'adopted son']",1979,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Apple Dumpling Gang Rides Again,"['Comedy', 'Family', 'Western']",['spoof'],1979,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
My Brilliant Career,"['Drama', 'Romance']",['woman director'],1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Korkusuz Korkak,['Comedy'],[],1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hababam Sınıfı Dokuz Doğuruyor,['Comedy'],"['school', 'teenage love', 'teenage pregnancy']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Santini,['Drama'],"['high school', 'california', 'based on novel or book', 'military base', 'basketball', 'family relationships', 'marine', 'military', '1960s', 'father son relationship']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Flintstones Meet Rockula and Frankenstone,"['Animation', 'Family', 'Comedy', 'TV Movie']","['court', 'cartoon', 'castle']",1979,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
North Dallas Forty,"['Comedy', 'Drama']","['based on novel or book', 'sports', 'american football', 'dallas texas']",1979,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Lady Vanishes,"['Mystery', 'Thriller', 'Comedy', 'Romance']","['spy', 'secret agent', 'search for witnesses', 'train']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Last Embrace,"['Thriller', 'Mystery', 'Romance']","['obsession', 'spy', 'paranoia', 'suspicion', 'niagara falls', 'murder']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
El tahúr,[],[],1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bekçiler Kralı,['Comedy'],[],1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Приключения капитана Врунгеля,"['Animation', 'Comedy', 'Adventure', 'Action']","['musical', 'sea adventure']",1979,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission Galactica: The Cylon Attack,"['Horror', 'Science Fiction']","['space marine', 'starship', 'assault', 'space mission', 'alien life-form', 'space invasion', 'alien', 'space']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Plumber,"['TV Movie', 'Thriller', 'Comedy']","['plumber', 'psychological thriller']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Thirst,"['Horror', 'Romance', 'Thriller']","['nurse', 'vampire', 'kidnapping', 'cult', 'swimming pool', 'brainwashing', 'occult']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
A tanú,['Comedy'],"['budapest, hungary', 'dark comedy', 'political satire', 'communism']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killer Fish,"['Horror', 'Thriller']","['treasure', 'betrayal', 'jewel', 'jewel thief', 'piranha']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Осенний марафон,"['Comedy', 'Drama', 'Romance']",[],1979,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Yanks,"['Romance', 'Drama', 'War']","[""new year's eve"", 'northern england', 'england', 'world war ii', 'prejudice', 'jitterbug', 'army base', '1940s', 'american g.i.']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Le Coup de Sirocco,['Drama'],[],1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Да здравствует Мексика!,"['Documentary', 'History']",[],1979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Tim,"['Romance', 'Drama']","['based on novel or book', 'family relationships', 'older woman younger man relationship', 'mentally challenged']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Captain America II: Death Too Soon,"['Action', 'Drama', 'Science Fiction', 'TV Movie']","['superhero', 'portland, oregon', 'comic book', 'based on comic', 'premature aging']",1979,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Boulevard Nights,['Drama'],"['sibling relationship', 'gang war', 'machismo', 'east los angeles', 'gang member', 'hispanic', 'mexican american', 'employer employee relationship', 'barrio']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Going in Style,"['Comedy', 'Drama', 'Crime']","['bank robbery', 'senior citizen']",1979,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Lion, the Witch and the Wardrobe","['Animation', 'Family', 'TV Movie', 'Fantasy', 'Adventure']","['witch', 'based on novel or book', 'resurrection', 'portal', 'betrayal', 'mythological beast', 'magical creature', 'ancient prophecy', 'based on young adult novel', 'christian allegory', 'religious allegory']",1979,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Olsen-banden overgiver sig aldrig,"['Family', 'Comedy', 'Crime']","['armor', 'finances', 'social satire', 'gang', 'stock exchange', 'rogue']",1979,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yotzim Kavua,"['Comedy', 'Romance']","['israel', 'beach', 'smoking', 'prom', 'suburb']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Los Reyes del Palenque,"['Comedy', 'Drama', 'Music']",[],1979,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Saint Jack,['Drama'],"['vietnam war', 'brothel', 'singapore', 'pimp', 'prostitution', 'transsexual', 'gay theme']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bear Island,"['Thriller', 'Action', 'Adventure', 'Mystery']","['gold', 'island', 'based on novel or book', 'nazi', 'professor', 'mountain', 'knife', 'arctic polar circle region', 'murder', 'betrayal', 'snow', 'corpse', 'sabotage', 'blizzard', 'snow skiing', 'avalanche']",1979,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Arabian Adventure,"['Fantasy', 'Science Fiction', 'Family']","['flying carpet', 'arabian nights', 'caliph']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
哪吒闹海,"['Animation', 'Fantasy']",[],1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Летучий корабль,"['Animation', 'Family']","['witch', 'princess', 'czar / tsar / tzar', 'musical', 'chimney sweep', 'flying ship']",1979,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Assassinio sul Tevere,"['Comedy', 'Crime', 'Action']",[],1979,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter Kills,"['Drama', 'Mystery', 'Thriller']",['assassination of president'],1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
堕靡泥の星　美少女狩り,"['Horror', 'Thriller']","['rape', 'cage', 'perversion', 'torture', 'killer', 'sexual sadism', 'masturbation', 'softcore']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Asparagus,['Animation'],"['sexuality', 'woman director', 'phallic symbol', 'preserved film']",1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harpya,"['Animation', 'Comedy', 'Fantasy', 'Horror']","['mythology', 'surrealism']",1979,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
İnek Şaban,['Comedy'],[],1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Passage,"['Action', 'Drama', 'War']","['shepherd', 'nazi', 'world war ii', 'exploitation', 'basque country, spain', 'scientist', '1940s']",1979,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Main Event,"['Comedy', 'Romance']","['sports', 'boxer', 'romantic comedy', 'perfume', 'financial ruin', 'boxing manager', 'driving instructor']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
豪俠,"['Action', 'Drama']","['martial arts', 'sword and sorcery']",1979,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Savage Weekend,"['Horror', 'Thriller']",['slasher'],1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Cuba,"['Action', 'Drama', 'Romance', 'Thriller', 'Adventure', 'War']","['cuba', 'politics', 'revolution', 'plantation', 'mercenary', 'cuban revolution', 'havana, cuba', 'gunrunner', 'gun runner', 'soldier of fortune', 'former flame']",1979,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
L'infermiera di notte,['Comedy'],"['nurse', 'sex comedy']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Шерлок Холмс и Доктор Ватсон: Кровавая надпись,"['Mystery', 'TV Movie', 'Crime', 'Adventure']",['based on novel or book'],1979,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Die dritte Generation,"['Crime', 'Drama', 'Comedy']",[],1979,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hukkunud Alpinisti hotell,"['Crime', 'Drama', 'Science Fiction']","['hotel', 'cyborg', 'strugatsky']",1979,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Silent Scream,"['Horror', 'Thriller']","['slasher', 'attic', 'college student']",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Roller Boogie,"['Drama', 'Romance']","['rollerskates', 'disco', 'roller skating']",1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
爛頭何,"['Action', 'Comedy']","['martial arts', 'kung fu', 'assassination', 'undercover', 'prince', 'con man', 'incognito', 'body guard', 'assassination plan', 'action comedy']",1979,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avalanche Express,"['Action', 'Thriller']","['cia', 'kgb', 'avalanche', 'ski resort']",1979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La liceale seduce i professori,['Comedy'],"['high school', 'seduction', 'teenage girl', 'teacher student relationship', 'sex comedy']",1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Şark Bülbülü,"['Comedy', 'Drama']",[],1979,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Shining,"['Horror', 'Thriller']","['hotel', 'child abuse', 'based on novel or book', 'isolation', 'telepathy', 'delusion', 'snowstorm', 'colorado', 'seclusion', 'surrealism', 'alcoholism', 'premonition', 'psychic power', 'caretaker', 'loneliness', 'vision', 'domestic violence', 'postmodern', 'psychological thriller', 'writer', 'electronic music score', 'twins', 'labyrinth', 'alcoholic', 'blizzard', 'mutilation', 'bloody body of child', 'extrasensory perception', 'uxoricide', 'motherhood', 'filicide', 'snowed in', 'burial ground', 'hypothermia', 'haunted hotel', 'psychological disintegration', 'afi', 'pediatrician', 'repetition', 'mother son relationship', 'supernatural power', 'supernatural horror', 'ghost child', 'psychotronic film', 'writers-block', 'cabin fever', 'psychological horror', 'deal with the devil', 'nuclear family', 'avant garde', 'yosemite national park', 'twin sisters', 'identical twins', 'cult film']",1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Airplane!,['Comedy'],"['chicago, illinois', 'post-traumatic stress disorder (ptsd)', 'airplane', 'cataclysm', 'guitar', 'alcohol', 'stewardess', 'taxi driver', 'passenger', 'fear of flying', 'pilot', 'medicine', 'air controller', 'landing', 'saxophone', 'autopilot', 'parody', 'spoof', 'food poisoning', 'los angeles, california', 'alcohol abuse', 'aftercreditsstinger', 'inflatable life raft', 'anarchic comedy']",1980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blues Brothers,"['Music', 'Comedy', 'Action', 'Crime']","['prison', 'chicago, illinois', 'dancing', 'concert', 'country music', 'nazi', 'jazz', 'nun', 'music instrument', 'blues', 'musical', 'shopping mall', 'road trip', 'church', 'buddy', 'parole']",1980,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Friday the 13th,['Horror'],"['lake', 'new jersey', 'drowning', 'summer camp', 'sadism', 'villain', 'woods', 'revenge', 'murder', 'stalking', 'serial killer', 'cabin', 'camp', 'slasher', 'summer', 'series of murders', 'franchise', '1950s', 'teenager']",1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Superman II,"['Science Fiction', 'Action', 'Adventure']","['saving the world', 'superhero', 'loss of virginity', 'based on comic', 'sequel', 'niagara falls', 'criminal', 'super power', 'phantom zone', 'rocket fired grenade', 'crystal machine', 'superhuman strength', 'duringcreditsstinger']",1980,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cannibal Holocaust,['Horror'],"['adultery', 'rape', 'snake', 'pig', 'culture clash', 'ritual', 'movie business', 'leech', 'spider', 'animal attack', 'controversy', 'swamp', 'tribe', 'vomit', 'amazon rainforest', 'film in film', 'human sacrifice', 'jungle', 'torture', 'rape and murder', 'brutality', 'cannibal', 'hatchet', 'south america', 'filmmaking', 'missing person', 'fake documentary', 'misogyny', 'ritual sacrifice', 'found footage', 'documentary filmmaking', 'tortoise', 'video nasty', 'lost footage', 'animal cruelty', 'amazon tribe', 'vomiting woman', 'abused woman', 'film within a film', 'adulterous wife', 'film censorship', 'film industry', 'guerilla filmmaking', 'banned film', 'disemboweling', 'film reel', 'yacomo']",1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Fog,"['Horror', 'Mystery', 'Thriller']","['sea', 'small town', 'ship', 'gold', 'beach', 'prophecy', 'sword', 'narration', 'beheading', 'fog', 'leprosy', 'lighthouse', 'church']",1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
