Title,Genres,Keywords,Year,Main_nominations,Technical_nominations,Artistic_nominations,Main_winner,Technical_winner,Artistic_winner,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Duck Soup,['Comedy'],"['black and white', 'silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mechanical Cow,"['Comedy', 'Animation']",['silent film'],1927,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Wet,['Animation'],"['silent film', 'short film']",1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oh, Teacher!",['Animation'],"['silent film', 'short film']",1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do Detectives Think?,['Comedy'],"['black and white', 'silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Девушка с коробкой,"['Comedy', 'Romance']",['soviet union'],1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sur un air de Charleston,['Science Fiction'],"['dance', 'silent film', 'explorer', 'blackface', 'charleston']",1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Die Liebe der Jeanne Ney,['Drama'],"['diamond', 'communist', 'thief', 'murder', 'death']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Great Guns,['Animation'],"['silent film', 'short film']",1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Бабы рязанские,['Drama'],['woman director'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Twenty-Four Dollar Island,['Documentary'],"['new york city', 'skyscraper', 'modernity', 'architecture', 'cityscape', 'silent film', 'manhattan, new york city', '1920s']",1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La pieuvre,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
With Love and Hisses,['Comedy'],"['black and white', 'silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugar Daddies,['Comedy'],"['black and white', 'wedding', 'silent film', 'oil baron', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chang: A Drama of the Wilderness,"['Documentary', 'Adventure', 'Drama']","['elephant', 'village', 'silent film', 'siam']",1927,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Ocean Hop,"['Comedy', 'Animation']","['silent film', 'short film']",1927,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Падение династии Романовых,"['Documentary', 'History']","['archival footage', 'woman director']",1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
La marche des machines,[],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children of Divorce,"['Romance', 'Drama']","['love triangle', 'unrequited love', 'orphan', 'divorce', 'gold digger', 'flapper', 'forced marriage', 'child']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Mr. Wu,"['Drama', 'Romance']","['orient', 'revenge', 'interracial romance', 'silent film', 'dishonor', 'honor killing', 'rendezvous', 'young lovers', 'difficult choice']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
München-Berlin Wanderung,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago,"['Comedy', 'Drama', 'Crime']",[],1927,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Le Rat de ville et le Rat des champs,"['Action', 'Animation', 'Comedy']","['stop motion', 'silent film', 'short film']",1927,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Best Girl,"['Drama', 'Comedy', 'Romance']",[],1927,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Sailors, Beware!",['Comedy'],"['black and white', 'silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of the Cuckoo,['Comedy'],"['black and white', 'silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seelische Konstruktionen,['Animation'],"['silent film', 'psychedelic']",1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love 'Em and Weep,['Comedy'],"['black and white', 'silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice the Whaler,['Animation'],[],1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L’invitation au Voyage,['Drama'],"['silent film', 'woman director']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hula,"['Romance', 'Drama']","['flapper', 'hula']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Combat de boxe,[],"['sports', 'based on song, poem or rhyme', 'silent film']",1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La P’tite Lili,['Drama'],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Slipping Wives,['Comedy'],"['jealousy', 'cat', 'black and white', 'silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Character Studies,['Comedy'],"['silent film', 'movie star', 'silent film star', 'old hollywood', 'hollywood stars']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beloved Rogue,"['Drama', 'Action', 'Adventure', 'History']","['france', 'paris, france', 'swordplay', 'catapult', 'prank', 'food', 'torture', 'king', 'theft', 'patriot', 'martyr', 'adventurer', 'françois villon', 'burgundy', 'forced marriage', '15th century']",1927,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Why Girls Love Sailors,['Comedy'],"['bottle', 'harbor', 'black and white', 'sailor', 'silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wachsexperimente,['Animation'],['silent film'],1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Red Mill,"['Comedy', 'Romance']","['silent film', 'well']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Official Opening of McTaggart Esplanade,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Joueur d'échecs,"['Fantasy', 'Drama', 'War']",['chess'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Long Pants,['Comedy'],[],1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
忠次旅日記 忠次御用篇,['Drama'],['yakuza'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Show,"['Crime', 'Drama']","['robbery', 'budapest, hungary', 'giant lizard', 'womanizer', 'thief', 'murder', 'silent film', 'attic', 'sideshow', 'freaks', 'cad', 'flirtation', 'blind man', 'shamelessness', 'sideshow performers', 'gullibility', 'nearby prison', 'ballyhoo man', 'hiding out']",1927,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Patent Leather Kid,"['War', 'Drama', 'Romance']",[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Casanova,"['Drama', 'Adventure']","['venice, italy', 'carnival', 'st. petersburg, russia', 'womanizer', 'palace intrigue', 'czarism']",1927,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Film 29,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Film 25,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Six et demi, onze","['Drama', 'Romance']",[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Battles of the Coronel and Falkland Islands,"['Drama', 'Documentary']","['navy', 'world war i']",1927,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Сорок первый,['War'],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Get Your Man,"['Drama', 'Comedy']","['paris, france', 'woman director']",1927,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Поцелуй Мэри Пикфорд,['Comedy'],[],1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СВД - Союз великого дела,[],['soviet realism'],1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dog Heaven,['Comedy'],[],1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西厢记,"['Drama', 'Romance']",['partially lost film'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Café Elektric,"['Romance', 'Crime', 'Drama']","['black and white', 'silent film']",1927,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hotel Imperial,"['Drama', 'War']","['world war i', 'austrian officer']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Tarzan and the Golden Lion,"['Action', 'Adventure']","['tarzan', 'silent film']",1927,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gaucho,"['Action', 'Adventure']","['miracle', 'argentina', 'religion', 'silent film', 'swashbuckler', 'healing power', 'andes mountains']",1927,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hindle Wakes,"['Drama', 'Romance']","['working class', 'lancashire']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
La Revue Des Revues,['Drama'],['silent film'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La Sirène des tropiques,"['Music', 'Drama']","['jealousy', 'native peoples', 'dancehall girl', 'caribbean sea']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Batalion,['Drama'],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
O Táxi Nº 9297,"['Crime', 'Thriller']",[],1927,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
White Gold,"['Drama', 'Western']","['arizona', 'bad father-in-law', 'based on play or musical', 'silent film', 'drought']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
El puño de hierro,[],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathusalem,[],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troll-Elgen,"['Drama', 'Mystery']",['silent film'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Stark Love,['Drama'],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dirnentragödie,['Drama'],"['prostitution', 'realism']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mother Machree,['Drama'],"['widow', 'carnival', 'housekeeper', 'little people', 'partially lost film']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Человек из ресторана,[],['silent film'],1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncle Tom's Cabin,['Drama'],"['slavery', 'snowstorm', 'slave', 'silent film', 'floating ice', 'mixed race', 'runaway slave', 'loss of child', 'separated family']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Une vie sans joie,['Drama'],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
For the Term of His Natural Life,"['Crime', 'Drama']",[],1927,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Love of Sunya,"['Drama', 'Romance']","['reincarnation', 'occult']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
盘丝洞,"['Adventure', 'Fantasy', 'Horror']",['silent film'],1927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Film 8,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiinbeck er rømt,['Animation'],[],1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three's a Crowd,['Comedy'],"['loneliness', 'tenement']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R-1,['Animation'],[],1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forbidden Daughters,['Adventure'],['exploitation'],1927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
გოგი რატიანი,"['Drama', 'Family']",[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Spring Fever,"['Comedy', 'Romance']","['golf', 'silent film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Le Diable au cœur,['Drama'],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Garras de oro,"['Drama', 'History']",['silent film'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Два дні,['Drama'],['silent film'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Am Rande der Welt,"['War', 'Romance', 'Drama']",[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Будем зорки,['Animation'],[],1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Сумка дипкур'єра,"['Thriller', 'Drama', 'History']",[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Noidan kirot,"['Drama', 'Horror']","['based on novel or book', 'silent film']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mockery,['Drama'],"['loyalty', 'peasant', 'hunger', 'promise', 'uprising', 'countess', 'class differences', 'silent film', 'revolt', 'whipping', 'siberia', 'social unrest']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
みかん舩,['Animation'],[],1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Loves of Carmen,"['Romance', 'Drama']","['love', 'remake']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Quality Street,['Comedy'],[],1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gesetze der Liebe,['Documentary'],"['sexual identity', 'transsexuality', 'sex education', 'sexual politics']",1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prelude,['Horror'],"['dream', 'buried alive']",1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sensation Seekers,"['Romance', 'Drama']","['moral conflict', 'religion', 'woman director', '1920s']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Drop Kick,['Drama'],['american football'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Грешница без греха,['Drama'],['girl from the province'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Milenky starého kriminálníka,['Comedy'],[],1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fighting Eagle,"['Drama', 'Romance']",['napoleon bonaparte'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Проститутка,['Drama'],"['prostitute', 'prostitution']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
El negro que tenía el alma blanca,['Drama'],['racism'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Noored kotkad,"['Drama', 'War', 'Romance']",[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Upstream,"['Comedy', 'Drama']",[],1927,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fluttering Hearts,['Comedy'],"['black and white', 'silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jewish Prudence,['Comedy'],"['car crash', 'black and white', 'courtroom', 'silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice's Circus Daze,['Animation'],[],1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La malcasada,['Drama'],"['divorce', 'silent film']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Film 23,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Film 17,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Film 16,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Film 4,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Film 2,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Empty Socks,['Animation'],['silent film'],1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dress Parade,"['Drama', 'Romance']",[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
En rade,['Drama'],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
恐苦呂,[],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hipnotismo ao Domicílio,['Comedy'],[],1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vigário Sport Club,['Comedy'],"['silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Der große Sprung,"['Comedy', 'Adventure', 'Action']","['alps mountains', 'alpine skiing']",1927,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Поэт и царь,['Drama'],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Monkey Talks,[],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Brother,['Comedy'],"['silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"East Side, West Side","['Drama', 'Romance']","['new york city', 'shipwreck', 'engineer', 'paternity', 'silent film', 'prizefight']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Maiorul Mura,['Drama'],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Non-Stop Fright,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",['short film'],1927,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Now You're Talking,"['Animation', 'Comedy']","['silent film', 'short film']",1927,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ваша знакомая,[],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,['Documentary'],[],1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yankee Clipper,['Drama'],"['epic', 'sea', 'ship', 'sailing', 'tea trade', 'zachary taylor']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
When a Man Loves,"['History', 'Romance']","['courtesan', 'silent film', '18th century', 'priesthood']",1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Many a Slip,['Comedy'],"['silent film', 'banana peel']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Wild Roomer,['Comedy'],"['inventor', 'invention', 'last will and testament', 'sabotage']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old San Francisco,"['Drama', 'History', 'Romance']","['san francisco, california', 'east asian lead']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
El bandido de la sierra,['Drama'],"['rural area', 'silent film']",1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
猿蟹合戰,"['Animation', 'Adventure', 'Fantasy']",[],1927,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The College Hero,"['Comedy', 'Romance']","['jealousy', 'american football']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zew morza,['Romance'],"['sea', 'sailor']",1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
La Proie du vent,"['Drama', 'Romance']",[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Die elf Teufel,['Drama'],['football (soccer)'],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dort wo der Rhein...,['Animation'],[],1927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shield of Honor,"['Drama', 'Crime']",['policeman'],1927,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Belphégor,"['Adventure', 'Mystery', 'Crime']",[],1927,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
El cura de la aldea,['Drama'],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The First Auto,['Comedy'],"['automobile industry', 'horseless carriage']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Glorious Fourth,['Comedy'],"['silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seeing the World,['Comedy'],"['silent film', 'short film']",1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber Tires,[],[],1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madame besøker Oslo,"['Drama', 'Adventure', 'Crime']",[],1927,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Way of All Pants,['Comedy'],['short film'],1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Passion de Jeanne d'Arc,"['Drama', 'History']","['suffering', 'court case', 'judge', 'sentence', 'woman martyr', 'heresy', 'trial', 'religion', 'torture chamber', 'saint', 'martyrdom', 'dove', 'silent film', 'catholicism', 'martyr', 'joan of arc', 'forgery', 'judiciary', '15th century', 'burning at stake', 'holy communion', 'bloodletting']",1928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Circus,"['Comedy', 'Romance']","['circus', 'tramp', 'black and white', 'silent film', 'employer employee relationship', 'little tramp']",1928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Steamboat Willie,"['Animation', 'Music', 'Comedy', 'Family']","['musical', 'steamboat', 'black and white', 'cartoon mouse', 'short film']",1928,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Cameraman,"['Comedy', 'Romance', 'Drama']","['love at first sight', 'date', 'chinatown', 'street war', 'beautiful woman', 'secretary', 'black and white', 'monkey', 'policeman', 'infatuation', 'silent film', 'baseball stadium', 'streetcar', 'newsreel cameraman', 'heroic rescue', 'public pool', 'newsreel office']",1928,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Steamboat Bill, Jr.","['Comedy', 'Romance']","['wind', 'river', 'girlfriend', 'jail', 'steamboat', 'black and white', 'makeover', 'rescue from drowning', 'silent film', 'barbershop', 'carnation', 'father son reunion', 'catastrophe', 'rich man', 'unlikely hero', 'business rivalry', 'steamboat captain', 'hat shopping', 'falling building', 'violent storm']",1928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
